Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL
Transair,KH,MUI,N,5,5,MAUI,https://images.planefinder.net/api/logo/MUI/w/256,http://en.wikipedia.org/wiki/Trans_Executive_Airlines
Transavia,HV,TRA,PH,50,104,TRANSAVIA,https://images.planefinder.net/api/logo/TRA/w/256,https://en.wikipedia.org/wiki/Transavia
Transavia France,TO,TVF,F,93,135,FRANCE SOLEIL,https://images.planefinder.net/api/logo/TVF/w/256,https://en.wikipedia.org/wiki/Transavia_France
Transaviabaltika,-,KTB,LY,2,0,TRANSBALTIKA,https://images.planefinder.net/api/logo/KTB/w/256,https://en.wikipedia.org/wiki/Transaviabaltika
Transcarga Intl Airways,T9,TIW,YV,0,6,TIACA,https://images.planefinder.net/api/logo/TIW/w/256,https://en.wikipedia.org/wiki/Transcarga
TransNusa,8B,TNU,PK,13,15,TRANSNUSA,https://images.planefinder.net/api/logo/TNU/w/256,http://en.wikipedia.org/wiki/TransNusa_Air_Services
Transportes Aéreos Guatemaltecos,5U,TGU,TG,1,7,CHAPIN,https://images.planefinder.net/api/logo/TGU/w/256,https://en.wikipedia.org/wiki/Transportes_A%C3%A9reos_Guatemaltecos
Tri-MG Airlines,GM,TMG,PK,0,0,TRILINES,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Tri-MG_Intra_Asia_Airlines
Trigana Air Service,IL,TGN,PK,0,17,TRIGANA,https://images.planefinder.net/api/logo/TGN/w/256,http://en.wikipedia.org/wiki/Trigana_Air_Service
Tropic Air,9N,TOS,V3,13,11,TROPISER,https://images.planefinder.net/api/logo/TOS/w/256,http://en.wikipedia.org/wiki/Tropic_Air
TruJet,2T,TRJ,VT,0,9,TRUJET,https://images.planefinder.net/api/logo/TRJ/w/256,https://en.wikipedia.org/wiki/TruJet
TUI Airlines Belgium,TB,JAF,OO,20,83,BEAUTY,https://images.planefinder.net/api/logo/JAF/w/256,https://en.wikipedia.org/wiki/TUI_fly_Belgium
TUI Airways,BY,TOM,G,74,104,TOMJET,https://images.planefinder.net/api/logo/TOM/w/256,https://en.wikipedia.org/wiki/TUI_Airways
TUI fly Deutschland,X3,TUI,D,23,53,TUI JET,https://images.planefinder.net/api/logo/TUI/w/256,http://en.wikipedia.org/wiki/TUIfly
TUI fly Netherlands,OR,TFL,PH,11,51,ORANGE,https://images.planefinder.net/api/logo/TFL/w/256,https://en.wikipedia.org/wiki/TUI_fly_Netherlands
TUIfly Nordic,6B,BLX,SE,4,0,BLUESCAN,https://images.planefinder.net/api/logo/BLX/w/256,http://en.wikipedia.org/wiki/TUIfly_Nordic
TUM AeroCarga,T2,MCS,XA,1,5,CARMEX,https://images.planefinder.net/api/logo/MCS/w/256,https://en.wikipedia.org/wiki/TUM_AeroCarga
Tunisair,TU,TAR,TS,21,45,TUNAIR,https://images.planefinder.net/api/logo/TAR/w/256,http://en.wikipedia.org/wiki/Tunisair
Tunisair Express,UG,TUX,TS,2,7,TUNEXPRESS,https://images.planefinder.net/api/logo/TUX/w/256,http://en.wikipedia.org/wiki/TunisAir_Express
Tunisavia,-,TAJ,TS,0,0,TUNISAVIA,https://images.planefinder.net/api/logo/TAJ/w/256,http://en.wikipedia.org/wiki/Tunisavia
Turkish Air Force,-,HVK,TC,37,0,,https://images.planefinder.net/api/logo/HVK/w/256,https://en.wikipedia.org/wiki/Turkish_Air_Force
Turkish Airlines,TK,THY,TC,410,304,TURKISH,https://images.planefinder.net/api/logo/THY/w/256,http://en.wikipedia.org/wiki/Turkish_Airlines
Turkmenistan Airlines,T5,TUA,EZ,26,25,TURKMENISTAN,https://images.planefinder.net/api/logo/TUA/w/256,http://en.wikipedia.org/wiki/Turkmenistan_Airlines
Turpial Airlines,V9,VTU,YV,2,0,TURPIAL,https://images.planefinder.net/api/logo/VTU/w/256,https://en.wikipedia.org/wiki/Turpial_Airlines
Tus Airways,U8,CYF,5B,3,10,TUS AIR,https://images.planefinder.net/api/logo/CYF/w/256,https://en.wikipedia.org/wiki/Tus_Airways
Twin Jet,T7,TJT,F,13,16,TWINJET,https://images.planefinder.net/api/logo/TJT/w/256,http://en.wikipedia.org/wiki/Twin_Jet
Uganda Airlines,UR,UGD,5X,7,17,CRESTED,https://images.planefinder.net/api/logo/UGD/w/256,https://en.wikipedia.org/wiki/Uganda_Airlines
Ukraine International Airlines,PS,AUI,UR,6,0,UKRAINE INTERNATIONAL,https://images.planefinder.net/api/logo/AUI/w/256,http://en.wikipedia.org/wiki/Ukraine_International_Airlines
Ulendo Airlink,7Q,NYS,7Q,0,9,ULENDO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Ulendo_Airlink
ULS Airlines Cargo,GO,KZU,TC,5,6,UNIVERSAL CARGO,https://images.planefinder.net/api/logo/KZU/w/256,http://en.wikipedia.org/wiki/ULS_Airlines_Cargo
Uni Air,B7,UIA,B,15,15,GLORY,https://images.planefinder.net/api/logo/UIA/w/256,http://en.wikipedia.org/wiki/Uni_Air
Unique Air,-,UQA,A6,0,0,UNICARGO,https://images.planefinder.net/api/logo/UQA/w/256,
United Airlines,UA,UAL,N,1110,462,UNITED,https://images.planefinder.net/api/logo/UAL/w/256,http://en.wikipedia.org/wiki/United_Airlines
United Arab Emirates Air Force,-,UAF,A6,78,0,,https://images.planefinder.net/api/logo/UAF/w/256,https://en.wikipedia.org/wiki/United_Arab_Emirates_Air_Force
United Nigeria Airlines,U5,UNA,5N,7,15,UNITED NIGERIA,https://images.planefinder.net/api/logo/UNA/w/256,https://en.wikipedia.org/wiki/United_Nigeria_Airlines
United States Air Force,-,AIO,N,2635,0,,https://images.planefinder.net/api/logo/AIO/w/256,https://en.wikipedia.org/wiki/United_States_Air_Force
United States Navy,-,CNV,N,999,0,CONVOY,https://images.planefinder.net/api/logo/CNV/w/256,https://en.wikipedia.org/wiki/United_States_Navy
United States Transportation Command,-,CMB,N,0,0,,https://images.planefinder.net/api/logo/CMB/w/256,http://en.wikipedia.org/wiki/United_States_Transportation_Command
Universal Air,VO,UVL,9H,0,0,UNIVERSALAIR,https://images.planefinder.net/api/logo/UVL/w/256,https://en.wikipedia.org/wiki/Universal_Air
UniWorld Air Cargo,U7,UCG,5Y,0,0,UNIWORLD,https://images.planefinder.net/api/logo/UCG/w/256,http://www.uniworldaircargo.com/
UPS Airlines,5X,UPS,N,278,0,UPS,https://images.planefinder.net/api/logo/UPS/w/256,http://en.wikipedia.org/wiki/UPS_Airlines
Ural Airlines,U6,SVR,RA,51,57,SVERDLOVSK AIR,https://images.planefinder.net/api/logo/SVR/w/256,http://en.wikipedia.org/wiki/Ural_Airlines
Urumqi Air,UQ,CUH,B,19,44,LOU LAN,https://images.planefinder.net/api/logo/CUH/w/256,https://en.wikipedia.org/wiki/Urumqi_Air
US-Bangla Airlines,BS,UBG,S2,16,21,BANGLA STAR,https://images.planefinder.net/api/logo/UBG/w/256,http://en.wikipedia.org/wiki/US-Bangla_Airlines
USA Jet Airlines,UJ,JUS,N,12,2,JET USA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/USA_Jet_Airlines
USC GmbH,XG,USY,D,3,2,UNISKY,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://usc.aero/
UTair Aviation,UT,UTA,RA,343,67,UTAIR,https://images.planefinder.net/api/logo/UTA/w/256,http://en.wikipedia.org/wiki/UTair_Aviation
UVT Aero,RT,UVT,RA,7,26,,https://images.planefinder.net/api/logo/UVT/w/256,https://en.wikipedia.org/wiki/UVT_Aero
Uzbekistan Airways,HY,UZB,UK,42,73,UZBEK,https://images.planefinder.net/api/logo/UZB/w/256,http://en.wikipedia.org/wiki/Uzbekistan_Airways
VallJet,-,VLJ,F,20,0,,https://images.planefinder.net/api/logo/VLJ/w/256,https://www.planespotters.net/airline/VallJet
ValueJet,-,FVJ,5N,8,0,VALUEJET,https://images.planefinder.net/api/logo/FVJ/w/256,https://en.wikipedia.org/wiki/ValueJet_(Nigeria)
Venezolana,VN,VNE,YV,1,64,VENEZOLANA,https://images.planefinder.net/api/logo/VNE/w/256,http://en.wikipedia.org/wiki/Venezolana
"Vensecar Internacional, C.A.",V4,VEC,YV,0,0,VECAR,https://images.planefinder.net/api/logo/VEC/w/256,http://en.wikipedia.org/wiki/Vensecar_Internacional
VI Airlink,V6,VIL,,2,0,TURTLE DOVE,https://images.planefinder.net/api/logo/VIL/w/256,https://en.wikipedia.org/wiki/VI_Airlink
Vieques Air Link,V4,VES,,0,0,VIEQUES,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Vieques_Air_Link
VietJet Air,VJ,VJC,VH,103,50,VIETJET,https://images.planefinder.net/api/logo/VJC/w/256,http://en.wikipedia.org/wiki/VietJet_Air
Vietnam Air Services,0V,VFC,VN,5,0,VASCO AIR,https://images.planefinder.net/api/logo/VFC/w/256,https://en.wikipedia.org/wiki/Vietnam_Air_Services_Company
Vietnam Airlines,VN,HVN,VN,94,64,VIETNAM AIRLINES,https://images.planefinder.net/api/logo/HVN/w/256,http://en.wikipedia.org/wiki/Vietnam_Airlines
Vietravel Airlines,VU,VAG,VN,4,7,VIETRAVEL AIR,https://images.planefinder.net/api/logo/VAG/w/256,https://en.wikipedia.org/wiki/Vietravel_Airlines
Virgin Atlantic,VS,VIR,G,43,137,VIRGIN,https://images.planefinder.net/api/logo/VIR/w/256,http://en.wikipedia.org/wiki/Virgin_Atlantic
Virgin Australia,VA,VOZ,VH,102,51,VELOCITY,https://images.planefinder.net/api/logo/VOZ/w/256,http://en.wikipedia.org/wiki/Virgin_Australia
Virgin Orbit,-,OBT,N,1,0,COSMIC GIRL,https://images.planefinder.net/api/logo/OBT/w/256,https://en.wikipedia.org/wiki/Virgin_Orbit
Vision Air,4V,SQY,ER,0,7,SKY TIRAS,https://images.planefinder.net/api/logo/SQY/w/256,https://www.planespotters.net/airline/Vision-Air-Romania
VistaJet,-,VJT,9H,99,0,VISTA JET,https://images.planefinder.net/api/logo/VJT/w/256,https://en.wikipedia.org/wiki/VistaJet
VistaJet Germany,H5,VJH,D,28,7,VISTA GERMANY,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://www.planespotters.net/airline/VistaJet-Germany
Vistara,UK,VTI,VT,0,0,VISTARA,https://images.planefinder.net/api/logo/VTI/w/256,http://en.wikipedia.org/wiki/Vistara
Viva,VB,VIV,XA,107,63,VIVA,https://images.planefinder.net/api/logo/VIV/w/256,https://en.wikipedia.org/wiki/VivaAerob%C3%BAs
Viva Air Colombia,VH,VVC,HK,0,0,VIVA COLOMBIA,https://images.planefinder.net/api/logo/VVC/w/256,https://en.wikipedia.org/wiki/Viva_Air_Colombia
Viva Air Peru,VV,VPE,OB,0,0,VIVA PERU,https://images.planefinder.net/api/logo/VPE/w/256,https://en.wikipedia.org/wiki/Viva_Air_Peru
Voepass Linhas Aéreas,2Z,PTB,PP/PT,0,0,PASSAREDO,https://images.planefinder.net/api/logo/PTB/w/256,http://en.wikipedia.org/wiki/Passaredo_Linhas_A%C3%A9reas
Volaris,Y4,VOI,XA,147,74,VOLARIS,https://images.planefinder.net/api/logo/VOI/w/256,http://en.wikipedia.org/wiki/Volaris
Volaris Costa Rica,Q6,VOC,TI,0,7,COSTA RICAN,https://images.planefinder.net/api/logo/VOC/w/256,https://en.wikipedia.org/wiki/Volaris_Costa_Rica
Volaris El Salvador,N3,VOS,YS,3,7,JETSAL,https://images.planefinder.net/api/logo/VOS/w/256,https://en.wikipedia.org/wiki/Volaris_El_Salvador
Volga-Dnepr Airlines,VI,VDA,RA,14,0,VOLGA,https://images.planefinder.net/api/logo/VDA/w/256,http://en.wikipedia.org/wiki/Volga-Dnepr_Airlines
Vologda Aviation Enterprise,-,VGV,RA,0,0,VOLOGDA AIR,https://images.planefinder.net/api/logo/VGV/w/256,https://en.wikipedia.org/wiki/Vologda_Aviation_Enterprise
Volotea Airlines,V7,VOE,EC,41,113,VOLOTEA,https://images.planefinder.net/api/logo/VOE/w/256,http://en.wikipedia.org/wiki/Volotea
Voluxis,-,VXS,G,0,0,VOLUXIS,https://images.planefinder.net/api/logo/VXS/w/256,https://www.voluxis.com/
Voyage Air,-,VRG,LZ,7,0,,https://images.planefinder.net/api/logo/VRG/w/256,
Voyageur Airways,VC,VAL,C,9,10,VOYAGEUR,https://images.planefinder.net/api/logo/VAL/w/256,https://en.wikipedia.org/wiki/Voyageur_Airways
Vueling Airlines,VY,VLG,EC,141,102,VUELING,https://images.planefinder.net/api/logo/VLG/w/256,http://en.wikipedia.org/wiki/Vueling_Airlines
Wamos Air,EB,PLM,EC,13,0,PULLMAN,https://images.planefinder.net/api/logo/PLM/w/256,https://en.wikipedia.org/wiki/Wamos_Air
Warbelow's Air Ventures Inc.,4W,WAV,N,3,13,WARBELOW,https://images.planefinder.net/api/logo/WAV/w/256,http://en.wikipedia.org/wiki/Warbelow%27s_Air_Ventures
Wasaya Airways,WT,WSG,C,17,18,WASAYA,https://images.planefinder.net/api/logo/WSG/w/256,http://en.wikipedia.org/wiki/Wasaya_Airways
West Air,PN,CHB,B,48,76,WEST CHINA,https://images.planefinder.net/api/logo/CHB/w/256,http://en.wikipedia.org/wiki/West_Air_(China)
West Air Sweden,-,SWN,SE,0,0,AIR SWEDEN,https://images.planefinder.net/api/logo/SWN/w/256,http://en.wikipedia.org/wiki/West_Air_Sweden
West Atlantic UK,PT,NPT,G,9,0,AIR SWEDEN,https://images.planefinder.net/api/logo/NPT/w/256,http://en.wikipedia.org/wiki/West_Atlantic
Westair Aviation,-,WAA,V5,4,0,WESTAIR WINGS,https://images.planefinder.net/api/logo/WAA/w/256,https://en.wikipedia.org/wiki/Westair_Aviation_(Namibia)
Western Air,WT,WST,C6,9,18,WESTERNAIR,https://images.planefinder.net/api/logo/WST/w/256,https://en.wikipedia.org/wiki/Western_Air
Western Global Airlines,KD,WGN,N,4,0,WESTERN GLOBAL,https://images.planefinder.net/api/logo/WGN/w/256,https://en.wikipedia.org/wiki/Western_Global_Airlines
WestJet Airlines,WS,WJA,C,166,133,WESTJET,https://images.planefinder.net/api/logo/WJA/w/256,http://en.wikipedia.org/wiki/WestJet_Airlines
WestJet Encore,WR,WEN,C,35,0,ENCORE,https://images.planefinder.net/api/logo/WEN/w/256,http://en.wikipedia.org/wiki/WestJet_Encore
Wheels Up,-,WUP,N,18,0,UP JET,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Wheels_Up
White,WI,WHT,CP,0,0,WHITE JET,https://images.planefinder.net/api/logo/WHT/w/256,https://en.wikipedia.org/wiki/White_Airways
Widerøe,WF,WIF,LN,48,51,WIDEROE,https://images.planefinder.net/api/logo/WIF/w/256,http://en.wikipedia.org/wiki/Wider%C3%B8e
Wiking Helikopter Service,-,WHS,D,5,0,WEEKING,https://images.planefinder.net/api/logo/WHS/w/256,https://en.wikipedia.org/wiki/Wiking_Helikopter_Service
Winair,WM,WIA,PJ,9,17,WINDWARD,https://images.planefinder.net/api/logo/WIA/w/256,http://en.wikipedia.org/wiki/Winair
Windrose Airlines,7W,WRC,UR,6,0,WIND ROSE,https://images.planefinder.net/api/logo/WRC/w/256,http://en.wikipedia.org/wiki/Windrose_Airlines
Wingo,P5,RPB,HP,9,21,AEROREPUBLICA,https://images.planefinder.net/api/logo/RPB/w/256,http://en.wikipedia.org/wiki/Copa_Airlines_Colombia
Wings Air,IW,WON,PK,77,86,WINGS ABADI,https://images.planefinder.net/api/logo/WON/w/256,https://en.wikipedia.org/wiki/Wings_Air
Wizz Air,W6,WZZ,HA,112,153,WIZZAIR,https://images.planefinder.net/api/logo/WZZ/w/256,http://en.wikipedia.org/wiki/Wizz_Air
Wizz Air Abu Dhabi,5W,WAZ,A6,0,0,WIZZ SKY,https://images.planefinder.net/api/logo/WAZ/w/256,https://en.wikipedia.org/wiki/Wizz_Air_Abu_Dhabi
Wizz Air Malta,W4,WMT,9H,126,139,WIZZ AIR MALTA,https://images.planefinder.net/api/logo/WMT/w/256,https://en.wikipedia.org/wiki/Wizz_Air_Malta
Wizz Air UK,W9,WUK,G,21,55,WIZZ GO,https://images.planefinder.net/api/logo/WUK/w/256,https://en.wikipedia.org/wiki/Wizz_Air_UK
World Atlantic Airlines,K8,WAL,N,3,0,DORAL,https://images.planefinder.net/api/logo/WAL/w/256,http://en.wikipedia.org/wiki/World_Atlantic_Airlines
World2Fly,2W,WFL,EC,6,16,BLUE WORLD,https://images.planefinder.net/api/logo/WFL/w/256,https://en.wikipedia.org/wiki/World2Fly
World2Fly Portugal,3P,WFP,CS,1,6,NEW BLUE,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/World2Fly_Portugal
Wright Air Service,8V,WRT,N,18,28,WRIGHT FLYER,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Wright_Air_Service
Xiamen Airlines,MF,CXA,B,176,97,XIAMEN AIR,https://images.planefinder.net/api/logo/CXA/w/256,http://en.wikipedia.org/wiki/Xiamen_Airlines
XOJET Aviation,-,XOJ,N,13,0,EXOJET,https://images.planefinder.net/api/logo/XOJ/w/256,https://en.wikipedia.org/wiki/XOJET_Aviation_LLC
Yakutia Airlines,R3,SYL,RA,14,35,AIR YAKUTIA,https://images.planefinder.net/api/logo/SYL/w/256,http://en.wikipedia.org/wiki/Yakutia_Airlines
Yamal Airlines,YC,LLM,RA,80,15,YAMAL,https://images.planefinder.net/api/logo/LLM/w/256,http://en.wikipedia.org/wiki/Yamal_Airlines
Yanair,YE,ANR,UR,3,0,YANAIR,https://images.planefinder.net/api/logo/ANR/w/256,https://en.wikipedia.org/wiki/Yanair
Yangon Airways,YH,AYG,XY,0,0,YANKEE HOTEL,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Yangon_Airways
Yemenia,IY,IYE,7O,4,14,YEMENI,https://images.planefinder.net/api/logo/IYE/w/256,http://en.wikipedia.org/wiki/Yemenia
Yeti Airlines,YT,NYT,9N,7,7,YETI AIRLINES,https://images.planefinder.net/api/logo/NYT/w/256,http://en.wikipedia.org/wiki/Yeti_Airlines
YTO Cargo,YG,HYT,B,13,20,QUICK AIR,https://images.planefinder.net/api/logo/HYT/w/256,
Zagros Airlines,ZO,IZG,EP,10,0,ZAGROS,https://images.planefinder.net/api/logo/IZG/w/256,http://en.wikipedia.org/wiki/Zagros_Airlines
Zambia Airways,ZN,AZB,9J,1,8,AIR ZAMBIA,https://images.planefinder.net/api/logo/AZB/w/256,https://en.wikipedia.org/wiki/Zambia_Airways
ZanAir,-,TAN,5H,0,0,,https://images.planefinder.net/api/logo/TAN/w/256,https://en.wikipedia.org/wiki/ZanAir
ZhezAir,-,KZH,UP,2,0,ULUTAU,https://images.planefinder.net/api/logo/KZH/w/256,https://en.wikipedia.org/wiki/Zhezkazgan_Air
Zimbabwe Airways,8Z,ZIB,Z,0,0,ZIMAIRWAYS,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Zimbabwe_Airways
Zimex Aviation,XM,IMX,HB,15,0,ZIMEX,https://images.planefinder.net/api/logo/IMX/w/256,https://www.zimex.com/
ZIPAIR Tokyo,ZG,TZP,JA,8,10,ZIPPY,https://images.planefinder.net/api/logo/TZP/w/256,https://en.wikipedia.org/wiki/ZIPAIR_Tokyo
